Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1593996306.5717275,26094,1574795828,457087039,navsat_link,2,1,40.663382015,-74.56435492833333,42.452000000000005,0.00762129,0.0,0.0,0.0,0.01016064,0.0,0.0,0.0,207.36,1
1593996306.779605,26095,1574795828,664944887,navsat_link,2,1,40.663380401666664,-74.56435173333334,42.49,0.00762129,0.0,0.0,0.0,0.01016064,0.0,0.0,0.0,207.36,1
1593996306.9734461,26096,1574795828,858994007,navsat_link,2,1,40.663379281666664,-74.56434899999999,42.409,0.00762129,0.0,0.0,0.0,0.01034289,0.0,0.0,0.0,207.36,1
1593996307.170274,26097,1574795829,55766105,navsat_link,2,1,40.66337779166667,-74.56434633666667,42.362,0.00762129,0.0,0.0,0.0,0.009980010000000001,0.0,0.0,0.0,207.36,1
1593996307.3797023,26098,1574795829,265367031,navsat_link,2,1,40.6633766,-74.56434362666667,42.358,0.0074649600000000005,0.0,0.0,0.0,0.009980010000000001,0.0,0.0,0.0,207.36,1
1593996307.571542,26099,1574795829,456912040,navsat_link,2,1,40.66337534666667,-74.564341175,42.383,0.0074649600000000005,0.0,0.0,0.0,0.009980010000000001,0.0,0.0,0.0,207.36,1
1593996307.7683575,26100,1574795829,653678894,navsat_link,2,1,40.66337386166666,-74.56433865166667,42.35999999999999,0.0074649600000000005,0.0,0.0,0.0,0.009980010000000001,0.0,0.0,0.0,207.36,1
1593996307.9739044,26101,1574795829,859489917,navsat_link,2,1,40.663372493333334,-74.564335765,42.303999999999995,0.0074649600000000005,0.0,0.0,0.0,0.009980010000000001,0.0,0.0,0.0,207.36,1
1593996308.1815822,26102,1574795830,66766977,navsat_link,2,1,40.663371035,-74.56433333833333,42.311,0.0074649600000000005,0.0,0.0,0.0,0.009980010000000001,0.0,0.0,0.0,207.36,1
1593996308.3859913,26103,1574795830,271151065,navsat_link,2,1,40.66336957833333,-74.564330725,42.299,0.0074649600000000005,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996308.5744781,26104,1574795830,459659099,navsat_link,2,1,40.663368105,-74.564327665,42.285999999999994,0.0074649600000000005,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996308.7680311,26105,1574795830,653660058,navsat_link,2,1,40.66336646833334,-74.56432492166667,42.291999999999994,0.0074649600000000005,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996308.9789999,26106,1574795830,863888978,navsat_link,2,1,40.66336468666667,-74.56432275333333,42.251,0.0074649600000000005,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996309.1591802,26107,1574795831,44656038,navsat_link,2,1,40.66336308666666,-74.56432044666667,42.23499999999999,0.0074649600000000005,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996309.3660104,26108,1574795831,250984907,navsat_link,2,1,40.66336178666667,-74.56431844,42.214000000000006,0.0074649600000000005,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996309.5697536,26109,1574795831,455429077,navsat_link,2,1,40.663360465,-74.56431696666667,42.214999999999996,0.007310250000000001,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996309.7716987,26110,1574795831,657181978,navsat_link,2,1,40.663358825,-74.56431560833333,42.217000000000006,0.007310250000000001,0.0,0.0,0.0,0.009801,0.0,0.0,0.0,207.36,1
1593996309.9680054,26111,1574795831,853503942,navsat_link,2,1,40.66335742,-74.56431469333333,42.145,0.007310250000000001,0.0,0.0,0.0,0.009623610000000001,0.0,0.0,0.0,207.36,1
1593996310.1720848,26112,1574795832,57565927,navsat_link,2,1,40.66335521333333,-74.564313475,42.145999999999994,0.007310250000000001,0.0,0.0,0.0,0.009623610000000001,0.0,0.0,0.0,207.36,1
1593996310.3669422,26113,1574795832,252449989,navsat_link,2,1,40.66335315333333,-74.56431206166667,42.15,0.007310250000000001,0.0,0.0,0.0,0.009623610000000001,0.0,0.0,0.0,207.36,1
1593996310.5729015,26114,1574795832,458312988,navsat_link,2,1,40.663351043333336,-74.56431048166667,42.234,0.007310250000000001,0.0,0.0,0.0,0.009623610000000001,0.0,0.0,0.0,207.36,1
1593996310.766684,26115,1574795832,652040958,navsat_link,2,1,40.66334954333333,-74.56430936166667,42.159,0.007310250000000001,0.0,0.0,0.0,0.009623610000000001,0.0,0.0,0.0,207.36,1
1593996310.9716523,26116,1574795832,857063055,navsat_link,2,1,40.66334816166667,-74.56430758833334,42.083999999999996,0.007310250000000001,0.0,0.0,0.0,0.009623610000000001,0.0,0.0,0.0,207.36,1
1593996311.1675544,26117,1574795833,52687883,navsat_link,2,1,40.66334645,-74.5643054,42.10999999999999,0.007310250000000001,0.0,0.0,0.0,0.009447839999999999,0.0,0.0,0.0,207.36,1
1593996311.3710568,26118,1574795833,256649017,navsat_link,2,1,40.66334480333333,-74.56430314,42.097,0.007310250000000001,0.0,0.0,0.0,0.009447839999999999,0.0,0.0,0.0,207.36,1
1593996311.5763104,26119,1574795833,460850000,navsat_link,2,1,40.66334299333333,-74.56430099333333,42.056000000000004,0.007310250000000001,0.0,0.0,0.0,0.009447839999999999,0.0,0.0,0.0,207.36,1
1593996311.7673833,26120,1574795833,652420997,navsat_link,2,1,40.66334133833333,-74.564298755,42.074000000000005,0.007157160000000002,0.0,0.0,0.0,0.009447839999999999,0.0,0.0,0.0,207.36,1
